id,state_name,district_name,name,count,created_date
276,Karnataka,B.B.M.P(CENTRAL),Fathima,440,2024-06-02 17:06:24
277,Karnataka,B.B.M.P(CENTRAL),fathima bee,103,2024-06-02 17:06:24
278,Karnataka,B.B.M.P(CENTRAL),fathima bi,130,2024-06-02 17:06:24
279,Karnataka,B.B.M.P(CENTRAL),fayaz,162,2024-06-02 17:06:24
280,Karnataka,B.B.M.P(CENTRAL),fayaz ahmed,134,2024-06-02 17:06:24
281,Karnataka,B.B.M.P(CENTRAL),Fayaz Pasha,239,2024-06-02 17:06:24
282,Karnataka,B.B.M.P(CENTRAL),Gajalakshmi,144,2024-06-02 17:06:24
283,Karnataka,B.B.M.P(CENTRAL),gajendra,126,2024-06-02 17:06:24
284,Karnataka,B.B.M.P(CENTRAL),ganesh,739,2024-06-02 17:06:24
285,Karnataka,B.B.M.P(CENTRAL),Ganga,139,2024-06-02 17:06:24
286,Karnataka,B.B.M.P(CENTRAL),Gangadhar,440,2024-06-02 17:06:24
287,Karnataka,B.B.M.P(CENTRAL),gangadhara,108,2024-06-02 17:06:24
288,Karnataka,B.B.M.P(CENTRAL),Gangamma,1648,2024-06-02 17:06:24
289,Karnataka,B.B.M.P(CENTRAL),ganganna,102,2024-06-02 17:06:24
290,Karnataka,B.B.M.P(CENTRAL),gangappa,110,2024-06-02 17:06:24
291,Karnataka,B.B.M.P(CENTRAL),gangaraju,106,2024-06-02 17:06:24
292,Karnataka,B.B.M.P(CENTRAL),Gayathri,921,2024-06-02 17:06:24
293,Karnataka,B.B.M.P(CENTRAL),Gayithri,163,2024-06-02 17:06:24
294,Karnataka,B.B.M.P(CENTRAL),Geetha,1998,2024-06-02 17:06:24
295,Karnataka,B.B.M.P(CENTRAL),Geetha M,115,2024-06-02 17:06:24
296,Karnataka,B.B.M.P(CENTRAL),geetha r,129,2024-06-02 17:06:24
297,Karnataka,B.B.M.P(CENTRAL),Geetha S,159,2024-06-02 17:06:24
298,Karnataka,B.B.M.P(CENTRAL),Girija,476,2024-06-02 17:06:24
299,Karnataka,B.B.M.P(CENTRAL),Girijamma,229,2024-06-02 17:06:24
300,Karnataka,B.B.M.P(CENTRAL),Girish,401,2024-06-02 17:06:24
301,Karnataka,B.B.M.P(CENTRAL),gopal,363,2024-06-02 17:06:24
302,Karnataka,B.B.M.P(CENTRAL),gopalakrishna,102,2024-06-02 17:06:24
303,Karnataka,B.B.M.P(CENTRAL),gopi,424,2024-06-02 17:06:24
304,Karnataka,B.B.M.P(CENTRAL),gopinath,112,2024-06-02 17:06:24
305,Karnataka,B.B.M.P(CENTRAL),govinda,176,2024-06-02 17:06:24
306,Karnataka,B.B.M.P(CENTRAL),Govindamma,398,2024-06-02 17:06:24
307,Karnataka,B.B.M.P(CENTRAL),govindappa,143,2024-06-02 17:06:24
308,Karnataka,B.B.M.P(CENTRAL),govindaraj,193,2024-06-02 17:06:24
309,Karnataka,B.B.M.P(CENTRAL),Govindaraju,402,2024-06-02 17:06:24
310,Karnataka,B.B.M.P(CENTRAL),Gowramma,2190,2024-06-02 17:06:24
311,Karnataka,B.B.M.P(CENTRAL),Gowri,558,2024-06-02 17:06:24
312,Karnataka,B.B.M.P(CENTRAL),gulab jan,217,2024-06-02 17:06:24
313,Karnataka,B.B.M.P(CENTRAL),gulnaz,191,2024-06-02 17:06:24
314,Karnataka,B.B.M.P(CENTRAL),gulnaz begum,131,2024-06-02 17:06:24
315,Karnataka,B.B.M.P(CENTRAL),Gunashekhar,117,2024-06-02 17:06:24
316,Karnataka,B.B.M.P(CENTRAL),gurumurthy,113,2024-06-02 17:06:24
317,Karnataka,B.B.M.P(CENTRAL),Hajira,122,2024-06-02 17:06:24
318,Karnataka,B.B.M.P(CENTRAL),hamsa,180,2024-06-02 17:06:24
319,Karnataka,B.B.M.P(CENTRAL),hamsaveni,103,2024-06-02 17:06:24
320,Karnataka,B.B.M.P(CENTRAL),hanumakka,239,2024-06-02 17:06:24
321,Karnataka,B.B.M.P(CENTRAL),Hanumantha,262,2024-06-02 17:06:24
322,Karnataka,B.B.M.P(CENTRAL),hanumanthappa,198,2024-06-02 17:06:24
323,Karnataka,B.B.M.P(CENTRAL),hanumantharaju,102,2024-06-02 17:06:24
324,Karnataka,B.B.M.P(CENTRAL),hanumantharayappa,123,2024-06-02 17:06:24
325,Karnataka,B.B.M.P(CENTRAL),Harish,546,2024-06-02 17:06:24
326,Karnataka,B.B.M.P(CENTRAL),harish kumar,143,2024-06-02 17:06:24
327,Karnataka,B.B.M.P(CENTRAL),haseen taj,112,2024-06-02 17:06:24
328,Karnataka,B.B.M.P(CENTRAL),Haseena,204,2024-06-02 17:06:24
329,Karnataka,B.B.M.P(CENTRAL),haseena begum,120,2024-06-02 17:06:24
330,Karnataka,B.B.M.P(CENTRAL),HASEENA TAJ,133,2024-06-02 17:06:24
331,Karnataka,B.B.M.P(CENTRAL),hasina,176,2024-06-02 17:06:24
332,Karnataka,B.B.M.P(CENTRAL),Hema,268,2024-06-02 17:06:24
333,Karnataka,B.B.M.P(CENTRAL),Hemalatha,538,2024-06-02 17:06:24
334,Karnataka,B.B.M.P(CENTRAL),hemanth kumar,174,2024-06-02 17:06:24
335,Karnataka,B.B.M.P(CENTRAL),Hemavathi,773,2024-06-02 17:06:24
336,Karnataka,B.B.M.P(CENTRAL),honnamma,200,2024-06-02 17:06:24
337,Karnataka,B.B.M.P(CENTRAL),husna,103,2024-06-02 17:06:24
338,Karnataka,B.B.M.P(CENTRAL),HUSNA BANU,176,2024-06-02 17:06:24
339,Karnataka,B.B.M.P(CENTRAL),ibrahim,105,2024-06-02 17:06:24
340,Karnataka,B.B.M.P(CENTRAL),imran,234,2024-06-02 17:06:24
341,Karnataka,B.B.M.P(CENTRAL),IMRAN KHAN,378,2024-06-02 17:06:24
342,Karnataka,B.B.M.P(CENTRAL),imran pasha,412,2024-06-02 17:06:24
343,Karnataka,B.B.M.P(CENTRAL),Imthiyaz Pasha,125,2024-06-02 17:06:24
344,Karnataka,B.B.M.P(CENTRAL),Indira,341,2024-06-02 17:06:24
345,Karnataka,B.B.M.P(CENTRAL),Indra,317,2024-06-02 17:06:24
346,Karnataka,B.B.M.P(CENTRAL),Indramma,224,2024-06-02 17:06:24
347,Karnataka,B.B.M.P(CENTRAL),Indrani,347,2024-06-02 17:06:24
348,Karnataka,B.B.M.P(CENTRAL),indumathi,132,2024-06-02 17:06:24
349,Karnataka,B.B.M.P(CENTRAL),Irfan,119,2024-06-02 17:06:24
350,Karnataka,B.B.M.P(CENTRAL),irfan pasha,180,2024-06-02 17:06:24
351,Karnataka,B.B.M.P(CENTRAL),ismail,116,2024-06-02 17:06:24
352,Karnataka,B.B.M.P(CENTRAL),Jabeen Taj,448,2024-06-02 17:06:24
353,Karnataka,B.B.M.P(CENTRAL),Jabin Taj,217,2024-06-02 17:06:24
354,Karnataka,B.B.M.P(CENTRAL),Jabina Taj,108,2024-06-02 17:06:24
355,Karnataka,B.B.M.P(CENTRAL),Jagadeesh,314,2024-06-02 17:06:24
356,Karnataka,B.B.M.P(CENTRAL),jagadish,253,2024-06-02 17:06:24
357,Karnataka,B.B.M.P(CENTRAL),jagdeesha,108,2024-06-02 17:06:24
358,Karnataka,B.B.M.P(CENTRAL),Jamuna,231,2024-06-02 17:06:24
359,Karnataka,B.B.M.P(CENTRAL),janaki,263,2024-06-02 17:06:24
360,Karnataka,B.B.M.P(CENTRAL),jareena,114,2024-06-02 17:06:24
361,Karnataka,B.B.M.P(CENTRAL),javeed pasha,119,2024-06-02 17:06:24
362,Karnataka,B.B.M.P(CENTRAL),Jaya,298,2024-06-02 17:06:24
363,Karnataka,B.B.M.P(CENTRAL),Jayakumar,178,2024-06-02 17:06:24
364,Karnataka,B.B.M.P(CENTRAL),Jayalakshmamma,337,2024-06-02 17:06:24
365,Karnataka,B.B.M.P(CENTRAL),Jayalakshmi,1939,2024-06-02 17:06:24
366,Karnataka,B.B.M.P(CENTRAL),Jayamma,2978,2024-06-02 17:06:24
367,Karnataka,B.B.M.P(CENTRAL),Jayanthi,808,2024-06-02 17:06:24
368,Karnataka,B.B.M.P(CENTRAL),jayaram,428,2024-06-02 17:06:24
369,Karnataka,B.B.M.P(CENTRAL),Jayashree,166,2024-06-02 17:06:24
370,Karnataka,B.B.M.P(CENTRAL),Jayashri,244,2024-06-02 17:06:24
371,Karnataka,B.B.M.P(CENTRAL),joseph,180,2024-06-02 17:06:24
372,Karnataka,B.B.M.P(CENTRAL),Jyothi,1271,2024-06-02 17:06:24
373,Karnataka,B.B.M.P(CENTRAL),Kala,458,2024-06-02 17:06:24
374,Karnataka,B.B.M.P(CENTRAL),Kalaivani,224,2024-06-02 17:06:24
375,Karnataka,B.B.M.P(CENTRAL),kalamma,113,2024-06-02 17:06:24
376,Karnataka,B.B.M.P(CENTRAL),Kalavathi,691,2024-06-02 17:06:24
377,Karnataka,B.B.M.P(CENTRAL),Kalpana,368,2024-06-02 17:06:24
378,Karnataka,B.B.M.P(CENTRAL),Kalyani,192,2024-06-02 17:06:24
379,Karnataka,B.B.M.P(CENTRAL),kamakshi,256,2024-06-02 17:06:24
380,Karnataka,B.B.M.P(CENTRAL),Kamala,747,2024-06-02 17:06:24
381,Karnataka,B.B.M.P(CENTRAL),Kamalamma,1007,2024-06-02 17:06:24
382,Karnataka,B.B.M.P(CENTRAL),Kanchana,209,2024-06-02 17:06:24
383,Karnataka,B.B.M.P(CENTRAL),kannamma,204,2024-06-02 17:06:24
384,Karnataka,B.B.M.P(CENTRAL),kannan,323,2024-06-02 17:06:24
385,Karnataka,B.B.M.P(CENTRAL),kantha,162,2024-06-02 17:06:24
386,Karnataka,B.B.M.P(CENTRAL),Kanthamma,285,2024-06-02 17:06:24
387,Karnataka,B.B.M.P(CENTRAL),kantharaju,147,2024-06-02 17:06:24
388,Karnataka,B.B.M.P(CENTRAL),Karthik,534,2024-06-02 17:06:24
389,Karnataka,B.B.M.P(CENTRAL),KARTHIK R,105,2024-06-02 17:06:24
390,Karnataka,B.B.M.P(CENTRAL),KARTHIK S,126,2024-06-02 17:06:24
391,Karnataka,B.B.M.P(CENTRAL),kasthuri,447,2024-06-02 17:06:24
392,Karnataka,B.B.M.P(CENTRAL),Kaveri,109,2024-06-02 17:06:24
393,Karnataka,B.B.M.P(CENTRAL),Kavitha,1616,2024-06-02 17:06:24
394,Karnataka,B.B.M.P(CENTRAL),Kavitha k,116,2024-06-02 17:06:24
395,Karnataka,B.B.M.P(CENTRAL),Kavitha M,124,2024-06-02 17:06:24
396,Karnataka,B.B.M.P(CENTRAL),kavitha r,125,2024-06-02 17:06:24
397,Karnataka,B.B.M.P(CENTRAL),kavitha s,192,2024-06-02 17:06:24
398,Karnataka,B.B.M.P(CENTRAL),kavya,108,2024-06-02 17:06:24
399,Karnataka,B.B.M.P(CENTRAL),kempamma,437,2024-06-02 17:06:24
400,Karnataka,B.B.M.P(CENTRAL),khairunnisa,110,2024-06-02 17:06:24
401,Karnataka,B.B.M.P(CENTRAL),kiran,248,2024-06-02 17:06:24
402,Karnataka,B.B.M.P(CENTRAL),kiran kumar,253,2024-06-02 17:06:24
403,Karnataka,B.B.M.P(CENTRAL),Kokila,292,2024-06-02 17:06:24
404,Karnataka,B.B.M.P(CENTRAL),Komala,304,2024-06-02 17:06:24
405,Karnataka,B.B.M.P(CENTRAL),Kousalya,136,2024-06-02 17:06:24
406,Karnataka,B.B.M.P(CENTRAL),Krishna,902,2024-06-02 17:06:24
407,Karnataka,B.B.M.P(CENTRAL),Krishna Murthy,200,2024-06-02 17:06:24
408,Karnataka,B.B.M.P(CENTRAL),Krishnamma,160,2024-06-02 17:06:24
409,Karnataka,B.B.M.P(CENTRAL),Krishnamurthy,627,2024-06-02 17:06:24
410,Karnataka,B.B.M.P(CENTRAL),Krishnappa,636,2024-06-02 17:06:24
411,Karnataka,B.B.M.P(CENTRAL),Krishnaveni,472,2024-06-02 17:06:24
412,Karnataka,B.B.M.P(CENTRAL),Kumar,1524,2024-06-02 17:06:24
413,Karnataka,B.B.M.P(CENTRAL),kumar k,106,2024-06-02 17:06:24
414,Karnataka,B.B.M.P(CENTRAL),Kumar R,110,2024-06-02 17:06:24
415,Karnataka,B.B.M.P(CENTRAL),kumar s,147,2024-06-02 17:06:24
416,Karnataka,B.B.M.P(CENTRAL),kumara,361,2024-06-02 17:06:24
417,Karnataka,B.B.M.P(CENTRAL),kumaresh,129,2024-06-02 17:06:24
418,Karnataka,B.B.M.P(CENTRAL),Kumari,545,2024-06-02 17:06:24
419,Karnataka,B.B.M.P(CENTRAL),kuppamma,292,2024-06-02 17:06:24
420,Karnataka,B.B.M.P(CENTRAL),kuppaswamy,101,2024-06-02 17:06:24
421,Karnataka,B.B.M.P(CENTRAL),Kusuma,186,2024-06-02 17:06:24
422,Karnataka,B.B.M.P(CENTRAL),Lakkamma,122,2024-06-02 17:06:24
423,Karnataka,B.B.M.P(CENTRAL),Lakshmamma,2952,2024-06-02 17:06:24
424,Karnataka,B.B.M.P(CENTRAL),Lakshman,318,2024-06-02 17:06:24
425,Karnataka,B.B.M.P(CENTRAL),Lakshmana,172,2024-06-02 17:06:24
426,Karnataka,B.B.M.P(CENTRAL),LAKSHMI,4838,2024-06-02 17:06:24
427,Karnataka,B.B.M.P(CENTRAL),lakshmi bai,185,2024-06-02 17:06:24
428,Karnataka,B.B.M.P(CENTRAL),Lakshmi Devi,300,2024-06-02 17:06:24
429,Karnataka,B.B.M.P(CENTRAL),Lakshmi K,153,2024-06-02 17:06:24
430,Karnataka,B.B.M.P(CENTRAL),lakshmi m,211,2024-06-02 17:06:24
431,Karnataka,B.B.M.P(CENTRAL),lakshmi n,120,2024-06-02 17:06:24
432,Karnataka,B.B.M.P(CENTRAL),lakshmi r,201,2024-06-02 17:06:24
433,Karnataka,B.B.M.P(CENTRAL),Lakshmi S,194,2024-06-02 17:06:24
434,Karnataka,B.B.M.P(CENTRAL),Lakshmi V,118,2024-06-02 17:06:24
435,Karnataka,B.B.M.P(CENTRAL),lakshmibai,104,2024-06-02 17:06:24
436,Karnataka,B.B.M.P(CENTRAL),lakshmidevamma,245,2024-06-02 17:06:24
437,Karnataka,B.B.M.P(CENTRAL),Lakshmidevi,789,2024-06-02 17:06:24
438,Karnataka,B.B.M.P(CENTRAL),Lakshminarayan,124,2024-06-02 17:06:24
439,Karnataka,B.B.M.P(CENTRAL),Lalitha,1179,2024-06-02 17:06:24
440,Karnataka,B.B.M.P(CENTRAL),Lalithamma,384,2024-06-02 17:06:24
441,Karnataka,B.B.M.P(CENTRAL),Latha,1417,2024-06-02 17:06:24
442,Karnataka,B.B.M.P(CENTRAL),latha s,141,2024-06-02 17:06:24
443,Karnataka,B.B.M.P(CENTRAL),Lavanya,206,2024-06-02 17:06:24
